32778|148|1
491531|21|1
13|156|1
341524|31|1
262170|154|1
819227|48|1
819227|28|1
294941|137|1
294945|48|1
294946|24|2
262181|105|2
779068|66|1
294952|156|2
163883|141|1
262188|18|1
327730|50|1
131123|28|1
131123|31|1
56|72|2
56|105|2
56|12|2
56|0|1
56|31|2
723421|12|1
442378|16|1
136544|31|1
67|152|1
72|156|1
72|31|1
294988|0|10
294988|143|1
86|0|1
86|105|1
86|31|1
32857|69|1
98397|113|5
98397|31|3
776880|0|1
819295|68|1
196707|30|1
688232|149|1
32874|31|1
107|116|1
360557|0|1
360557|105|1
360557|98|1
360557|28|1
65646|105|2
65646|31|1
295026|145|1
116|152|1
393333|148|1
262264|151|1
121|170|1
622714|105|1
753788|48|1
65662|0|1
786559|0|1
65668|82|1
65668|28|2
65668|31|1
196741|0|1
196741|3|1
196741|105|1
196741|42|1
196741|57|3
196741|28|3
262280|141|1
688265|28|1
262284|0|1
262284|82|1
557203|48|1
65686|28|1
1261593|151|1
32921|31|1
131227|31|1
753821|158|4
32926|0|2
159|8|1
262308|141|2
1278117|66|1
171|105|1
393245|0|1
393245|146|2
393245|149|2
196784|0|1
196784|28|1
32945|168|1
65715|31|1
164025|105|1
188|0|2
649930|149|3
202101|151|1
194|129|1
194|145|1
194|105|1
194|31|4
622787|78|1
497014|156|1
198|31|4
1114317|83|1
431213|69|2
210|49|1
210|105|1
1125070|12|2
196825|105|1
557275|141|2
972154|12|2
295135|141|1
225|156|1
262372|141|3
262372|31|1
230|144|3
230|0|2
230|106|1
230|13|1
884970|72|1
164075|19|1
164075|28|2
196853|0|7
196853|169|1
196853|28|1
622838|105|1
33015|5|1
972205|105|1
65792|145|1
327937|0|1
260|154|1
580479|24|3
131336|0|1
131336|105|1
131336|113|1
33034|158|1
33034|31|1
459020|69|1
459020|61|1
65805|165|1
786702|0|1
426255|0|7
272|149|1
240344|99|1
240344|28|4
240344|69|2
131347|113|1
276|105|1
33047|148|1
33047|151|2
33048|28|1
33048|31|1
131356|114|3
131356|28|1
131356|31|2
688415|6|1
486107|141|1
786726|105|1
33067|148|1
33068|59|1
306|145|1
306|110|1
306|105|1
131379|141|1
426294|87|1
311|48|1
131384|28|2
1147195|48|1
317|28|1
317|95|1
131390|28|1
273120|28|1
273120|141|1
322|28|1
262468|72|1
262468|105|1
196933|0|1
131400|178|1
131400|31|2
753995|0|1
196941|156|2
65870|145|1
360504|158|1
340|162|1
340|158|2
611726|69|1
131414|31|6
459095|63|1
459095|61|1
459095|31|1
1016153|0|1
262497|141|1
229734|141|1
229735|145|1
229735|81|1
196971|0|1
196971|141|1
196971|31|2
196973|156|1
328046|18|1
469198|105|1
33139|28|2
1245559|105|1
1245565|28|1
384|81|1
384|146|1
65921|81|1
229762|31|1
655755|31|1
396|31|1
397|0|1
397|113|1
397|128|1
397|31|2
328078|0|1
328078|158|1
33167|31|2
1081747|28|1
262549|31|1
262553|151|1
852384|105|1
1147297|68|1
65956|0|1
65956|69|1
65956|16|1
65956|28|1
65956|61|1
65956|31|4
464284|0|1
464284|105|1
464284|28|1
464284|57|3
65962|113|1
65962|141|3
65962|158|10
802887|105|1
617202|87|3
557490|141|1
435|88|2
435|85|1
197044|28|1
197044|31|1
33205|105|2
33205|173|1
623032|151|3
441|156|1
185759|0|1
445|17|2
445|14|1
655811|59|1
455|170|1
33226|88|5
33229|42|1
197070|28|1
393679|72|1
131536|31|1
33233|151|1
197075|0|1
262612|82|1
469|31|2
491990|113|1
714668|158|4
33241|178|1
33241|158|1
623068|18|1
33245|154|2
229854|28|2
229854|84|1
721375|105|2
33248|146|1
33248|148|1
688610|69|1
33252|48|1
485|31|1
328168|158|1
489|151|1
360940|72|1
33261|59|1
33261|60|1
33261|31|3
98798|145|3
98798|27|1
98798|28|1
98798|59|1
1016304|24|5
505|123|1
505|19|1
295418|28|1
197115|113|1
510|31|1
573525|141|1
655873|48|1
33283|0|2
33283|49|1
33283|28|3
33283|105|2
66052|113|1
754182|141|1
328199|0|2
328199|74|1
328199|75|1
328199|178|1
328199|87|1
328199|28|1
328199|158|1
328200|0|1
98826|68|7
655884|0|1
644525|156|1
655890|72|1
535|31|1
197144|178|1
98841|69|1
1114651|48|1
933978|48|3
933978|0|2
33311|16|1
33311|145|1
33311|69|1
33311|15|1
229920|75|1
262690|141|1
66084|113|1
66084|107|1
328229|154|1
328230|19|1
164404|0|2
164404|25|1
164404|158|1
164404|31|3
328246|150|1
164411|31|1
66112|0|1
66112|80|1
66112|3|1
66112|69|3
66112|105|1
66112|75|2
66112|141|1
66112|176|1
66112|82|1
66112|151|1
66112|24|1
66112|31|1
66113|148|1
721475|105|1
361029|154|1
197194|96|4
197194|69|2
197194|72|1
197194|105|1
197194|79|1
197194|49|2
197194|22|1
197194|59|2
197194|28|1
677303|141|1
588|154|1
491619|145|1
524884|156|1
98904|8|1
98904|31|1
131673|31|1
1081947|0|1
1116246|28|1
607|145|2
607|29|1
1049190|68|1
197223|16|1
284092|173|1
284092|158|1
284092|151|1
33390|113|3
721519|105|1
459381|34|1
262777|16|1
688762|141|3
1016443|28|1
230012|141|1
98941|31|1
787071|0|3
131713|113|1
131713|28|1
131713|31|2
361097|18|1
197258|72|1
656013|34|1
656013|37|1
656013|170|1
656013|16|1
656013|24|1
656013|59|2
656013|61|7
656013|31|1
295572|31|2
664|156|1
66202|31|1
66203|31|2
33436|157|1
670|31|1
672|158|1
33442|31|1
21958|31|1
678|16|1
678|145|1
678|98|1
678|126|1
682|28|1
682|61|1
682|31|3
710087|149|1
754348|0|1
852653|10|1
426675|166|1
131765|31|1
328374|72|1
54729|0|2
54729|105|1
54729|141|1
54729|31|2
852084|0|2
852084|41|2
852084|141|1
590524|156|1
328387|145|1
708|145|1
708|18|1
708|141|1
230085|81|1
230085|3|1
710|0|2
710|169|1
710|87|1
710|28|2
710|61|1
710|31|8
66247|35|1
66253|66|1
656079|146|2
656079|149|1
295633|0|1
295633|105|2
295633|75|3
295633|141|4
295633|175|1
262866|31|1
240419|151|1
230101|0|3
33495|0|1
796549|48|1
660943|4|1
660943|105|4
660943|74|1
660943|141|1
660943|80|1
660943|145|1
660943|22|1
660943|28|1
660943|95|1
393949|105|2
393949|149|1
197342|72|1
164575|61|6
66272|24|1
164577|31|1
245883|105|1
164580|31|1
787178|105|1
748|31|1
382418|105|1
1359997|28|1
66289|61|4
164594|0|1
164594|105|1
1043241|31|1
99064|28|1
99064|31|7
328441|72|2
230140|31|1
770|154|1
770|151|1
407017|156|1
393988|113|1
481214|48|1
481214|141|1
623368|48|1
623368|72|1
779|152|1
779|19|1
779|158|1
787212|105|1
721680|0|1
785|154|1
785|156|2
785|157|1
729992|57|1
791|156|1
791|154|1
791|84|3
361240|158|1
721689|0|1
33562|31|1
453423|58|1
557852|141|1
557852|31|2
797|128|1
508037|48|1
508037|9|1
800|28|1
230177|141|1
33572|84|1
361257|28|1
197418|156|1
813|154|1
295728|141|1
817|0|1
817|25|1
817|105|1
817|31|5
66355|0|2
66355|47|1
66355|24|1
66355|59|1
66355|28|2
66355|61|1
820|0|1
820|49|1
820|28|1
820|141|11
120286|59|1
120286|69|1
33592|31|2
453428|0|1
453428|57|1
453428|28|4
453428|97|2
459582|72|1
197440|29|1
656195|141|2
836|31|2
230214|48|3
230214|0|1
839|61|1
839|31|1
21987|149|7
21987|31|1
328534|154|1
197464|154|2
197466|84|1
33628|0|3
33628|168|1
361309|0|3
164703|19|1
764731|28|2
5606|123|1
5606|116|1
5606|31|1
263014|141|2
871|22|1
915487|48|1
394090|156|1
876|31|3
328559|0|1
328559|98|1
328559|28|11
328559|141|1
880|25|1
267752|167|1
590706|78|1
376979|69|1
197492|0|2
197492|28|1
197492|29|1
721786|78|1
590715|156|1
33660|113|1
33664|170|1
131970|113|1
131970|31|1
447979|104|2
447979|128|1
1082250|0|1
666682|35|1
295820|50|1
131982|145|1
131982|31|1
912|31|1
295829|141|3
918|154|1
918|156|1
66455|0|1
920|156|1
450242|86|3
33695|81|1
928|31|4
300528|72|2
300528|113|1
300528|28|1
300528|0|3
197538|0|1
885670|28|1
937|105|1
937|19|1
937|31|2
829290|141|2
885680|0|1
945|19|1
33720|0|1
164795|59|1
529909|105|1
962|145|1
33736|27|2
969|145|1
973|88|1
973|105|1
973|31|2
295887|105|1
978|31|9
147619|0|1
981|105|1
197591|28|1
361433|0|1
987|28|1
990|0|1
990|31|1
1082336|28|1
33767|0|1
263144|105|1
593141|105|1
230391|141|1
99320|88|3
99320|84|2
99320|31|1
1018|31|5
984059|68|7
1031|72|1
605749|31|1
197641|154|1
1036|27|1
1036|61|2
33811|66|1
33811|22|2
396115|49|1
396115|98|1
529925|9|1
65712|0|1
820259|0|3
1061|151|1
295975|79|2
33834|0|1
33834|141|1
33834|31|1
66603|141|1
197682|31|1
93022|113|2
33846|176|2
33846|49|1
33846|99|1
33846|28|1
33846|113|2
263223|31|1
1082|0|4
1082|105|2
1082|59|1
1082|28|1
1082|95|1
355167|0|1
22026|113|3
22026|178|1
22026|31|1
22026|116|1
22026|73|1
525375|173|1
230466|49|2
230466|105|1
1091|58|1
1091|141|2
1091|31|4
164932|28|1
115696|105|1
115696|31|1
1094|113|1
1094|27|1
1094|108|5
1094|105|1
1094|31|5
1096|31|4
66633|84|1
33867|0|1
1101|66|1
1101|28|1
1101|29|2
448013|75|1
389570|0|1
197713|59|1
296020|6|1
99413|145|2
99413|31|2
1278137|28|1
66650|28|1
1116|31|3
611856|68|1
1125|31|1
132198|69|1
459881|141|1
361579|145|1
623724|149|1
164977|42|1
1250836|0|1
33922|61|1
66691|156|1
623748|105|1
197768|87|3
590985|156|1
66698|69|1
33932|59|1
33932|69|1
98498|61|2
472498|0|3
472498|141|1
1168|0|1
1168|128|1
1168|31|2
296081|25|6
1172|31|1
1174|97|1
1174|4|1
1174|72|2
1174|105|1
1174|12|1
1174|144|1
